bigram,log_odds_ratio
opinion nice,-0.9594
option available,-0.9594
option purchased,-0.9594
options one,-0.9594
order page,-0.9594
order update,-0.9594
ordered bag,-0.9594
ordered came,-0.9594
ordered cards,-0.9594
ordered secondly,-0.9594
original packaging,-0.9594
ortho home,-0.9594
others pointed,-0.9594
others stated,-0.9594
ounces frozen,-0.9594
outside return,-0.9594
outside wanted,-0.9594
overall performance,-0.9594
overnight next,-0.9594
packaged plastic,-0.9594
pad came,-0.9594
pain clean,-0.9594
part able,-0.9594
part little,-0.9594
part subscription,-0.9594
party seller,-0.9594
past day,-0.9594
past old,-0.9594
past wanted,-0.9594
pattern pattern,-0.9594
pay additional,-0.9594
pay double,-0.9594
pay monthly,-0.9594
pcr positive,-0.9594
people come,-0.9594
per camera,-0.9594
performance went,-0.9594
phone buy,-0.9594
phone done,-0.9594
photo comparing,-0.9594
pick motion,-0.9594
play instead,-0.9594
play sound,-0.9594
playback issues,-0.9594
please waste,-0.9594
plot full,-0.9594
plus side,-0.9594
point devices,-0.9594
poor review,-0.9594
pops back,-0.9594
pops broken,-0.9594
pre ordering,-0.9594
prepaid cards,-0.9594
pretty cheap,-0.9594
pretty stupid,-0.9594
previous design,-0.9594
price almost,-0.9594
price might,-0.9594
price reviews,-0.9594
printed paper,-0.9594
prior buying,-0.9594
probably much,-0.9594
problem free,-0.9594
problem immediately,-0.9594
problem would,-0.9594
problems husband,-0.9594
product back,-0.9594
product delivered,-0.9594
product false,-0.9594
product last,-0.9594
product right,-0.9594
product similar,-0.9594
product sure,-0.9594
products sold,-0.9594
propylene glycol,-0.9594
protector still,-0.9594
provide update,-0.9594
public library,-0.9594
pull away,-0.9594
pulling old,-0.9594
pumpkin seeds,-0.9594
purchase products,-0.9594
purchased blink,-0.9594
purchased dash,-0.9594
purchased directly,-0.9594
purchased need,-0.9594
purchased without,-0.9594
pushed new,-0.9594
put face,-0.9594
put fit,-0.9594
put pair,-0.9594
put stars,-0.9594
putting something,-0.9594
quality ever,-0.9594
questions done,-0.9594
ranger rick,-0.9594
rather buying,-0.9594
rather new,-0.9594
reach see,-0.9594
read free,-0.9594
read know,-0.9594
read right,-0.9594
read something,-0.9594
reading many,-0.9594
reading something,-0.9594
reads mind,-0.9594
real actual,-0.9594
real human,-0.9594
real hydro,-0.9594
real person,-0.9594
real story,-0.9594
realize could,-0.9594
really anything,-0.9594
really seen,-0.9594
really sick,-0.9594
really wonderful,-0.9594
receive replacement,-0.9594
received call,-0.9594
received magazines,-0.9594
recently knew,-0.9594
recently noticed,-0.9594
recognize commands,-0.9594
replace stick,-0.9594
replaced batteries,-0.9594
replacement amazon,-0.9594
replacement option,-0.9594
replacement replacement,-0.9594
repurchase another,-0.9594
research well,-0.9594
residue would,-0.9594
response received,-0.9594
rest house,-0.9594
rest summer,-0.9594
result often,-0.9594
results using,-0.9594
return exchange,-0.9594
return non,-0.9594
return one,-0.9594
return original,-0.9594
return threw,-0.9594
review thing,-0.9594
review well,-0.9594
reviewers mentioning,-0.9594
reviews could,-0.9594
reviews deciding,-0.9594
reviews expecting,-0.9594
reviews make,-0.9594
reviews seems,-0.9594
reviews took,-0.9594
reviews true,-0.9594
reviews watch,-0.9594
right big,-0.9594
right opening,-0.9594
right probably,-0.9594
ring devices,-0.9594
ring new,-0.9594
ring right,-0.9594
romance sex,-0.9594
romance story,-0.9594
room find,-0.9594
room lights,-0.9594
room window,-0.9594
router get,-0.9594
run cat,-0.9594
run cleaning,-0.9594
runs great,-0.9594
safe eat,-0.9594
said bought,-0.9594
said excellent,-0.9594
said hair,-0.9594
said using,-0.9594
say amount,-0.9594
say hate,-0.9594
say made,-0.9594
say send,-0.9594
say tell,-0.9594
saying thank,-0.9594
scale like,-0.9594
scarlet witch,-0.9594
screen makes,-0.9594
screen point,-0.9594
screw hole,-0.9594
search find,-0.9594
second gen,-0.9594
second generation,-0.9594
second photo,-0.9594
second stick,-0.9594
see better,-0.9594
see came,-0.9594
see complete,-0.9594
see finally,-0.9594
see less,-0.9594
seem disappear,-0.9594
seemed well,-0.9594
seems get,-0.9594
seems pick,-0.9594
seen amazon,-0.9594
sent link,-0.9594
separate attempts,-0.9594
series knew,-0.9594
series much,-0.9594
series new,-0.9594
serious flaws,-0.9594
seriously every,-0.9594
service get,-0.9594
service nice,-0.9594
set appointment,-0.9594
setting actually,-0.9594
several devices,-0.9594
show completed,-0.9594
side add,-0.9594
sides makes,-0.9594
silver plated,-0.9594
similar problems,-0.9594
since make,-0.9594
sit see,-0.9594
sitting ground,-0.9594
size lasted,-0.9594
size old,-0.9594
size sheet,-0.9594
sleep days,-0.9594
sleeping memory,-0.9594
slow case,-0.9594
small bag,-0.9594
smell horrible,-0.9594
smelled good,-0.9594
soap opera,-0.9594
software activate,-0.9594
solution next,-0.9594
something bed,-0.9594
something ever,-0.9594
something great,-0.9594
something hate,-0.9594
something kids,-0.9594
something well,-0.9594
something work,-0.9594
son accidentally,-0.9594
son bought,-0.9594
son past,-0.9594
son tried,-0.9594
soon found,-0.9594
sorely disappointed,-0.9594
sorry purchased,-0.9594
sound front,-0.9594
sound quite,-0.9594
speaker system,-0.9594
spent almost,-0.9594
spent little,-0.9594
stand around,-0.9594
star ratings,-0.9594
stars possible,-0.9594
started come,-0.9594
started coming,-0.9594
started good,-0.9594
started got,-0.9594
started whole,-0.9594
stating product,-0.9594
steer clear,-0.9594
stick worked,-0.9594
stickers purchased,-0.9594
still covered,-0.9594
still horrible,-0.9594
still showing,-0.9594
still warranty,-0.9594
stomach pains,-0.9594
stop buying,-0.9594
stop saying,-0.9594
storage screen,-0.9594
store app,-0.9594
store back,-0.9594
story content,-0.9594
story reading,-0.9594
straight box,-0.9594
stroller car,-0.9594
strong female,-0.9594
stuff learned,-0.9594
stuff sure,-0.9594
style music,-0.9594
sub par,-0.9594
subscription cloud,-0.9594
sugar one,-0.9594
summer bought,-0.9594
summer long,-0.9594
summer rolled,-0.9594
sun hours,-0.9594
sun shining,-0.9594
super bummed,-0.9594
support person,-0.9594
supposed able,-0.9594
supposed feel,-0.9594
sure folks,-0.9594
sure happened,-0.9594
sure others,-0.9594
sure problem,-0.9594
sure reviewers,-0.9594
system stay,-0.9594
tablet use,-0.9594
take trip,-0.9594
takes hours,-0.9594
taste right,-0.9594
tasted good,-0.9594
tasted great,-0.9594
tell card,-0.9594
tell terrible,-0.9594
ten pounds,-0.9594
tens thousands,-0.9594
test looking,-0.9594
testing days,-0.9594
therapy enjoying,-0.9594
thin layers,-0.9594
thin tear,-0.9594
thing done,-0.9594
thing listen,-0.9594
thing since,-0.9594
things changed,-0.9594
things even,-0.9594
things worse,-0.9594
think made,-0.9594
think nice,-0.9594
though started,-0.9594
thought buying,-0.9594
three one,-0.9594
three ordered,-0.9594
thrilled see,-0.9594
thrillers mysteries,-0.9594
time ask,-0.9594
time deal,-0.9594
time limit,-0.9594
time music,-0.9594
time place,-0.9594
time pre,-0.9594
times amazon,-0.9594
times said,-0.9594
times watching,-0.9594
title book,-0.9594
toddler home,-0.9594
told friends,-0.9594
tons fun,-0.9594
took awhile,-0.9594
took back,-0.9594
took microsoft,-0.9594
tool help,-0.9594
top volume,-0.9594
total failure,-0.9594
trap easy,-0.9594
tricking people,-0.9594
tried kill,-0.9594
tried like,-0.9594
tried set,-0.9594
tried worked,-0.9594
true get,-0.9594
true used,-0.9594
try pass,-0.9594
trying break,-0.9594
trying keep,-0.9594
trying work,-0.9594
turn spigot,-0.9594
turned amazon,-0.9594
turned every,-0.9594
turning lights,-0.9594
twist coming,-0.9594
two cups,-0.9594
two got,-0.9594
two use,-0.9594
type device,-0.9594
type music,-0.9594
unable download,-0.9594
update month,-0.9594
update went,-0.9594
updated new,-0.9594
updating firmware,-0.9594
upload download,-0.9594
upon delivery,-0.9594
use advertised,-0.9594
use around,-0.9594
use deck,-0.9594
use oil,-0.9594
use today,-0.9594
used basic,-0.9594
used detect,-0.9594
used indoors,-0.9594
used multiple,-0.9594
used older,-0.9594
used purchase,-0.9594
used think,-0.9594
used trash,-0.9594
used work,-0.9594
user three,-0.9594
uses water,-0.9594
using kindle,-0.9594
using second,-0.9594
using want,-0.9594
using wipes,-0.9594
various ways,-0.9594
version never,-0.9594
version use,-0.9594
video playback,-0.9594
video work,-0.9594
video would,-0.9594
view images,-0.9594
view pretty,-0.9594
view right,-0.9594
view world,-0.9594
voice command,-0.9594
wait another,-0.9594
wait last,-0.9594
wait patiently,-0.9594
walk bathroom,-0.9594
walmart com,-0.9594
want bright,-0.9594
want fast,-0.9594
want support,-0.9594
want way,-0.9594
wanted leave,-0.9594
wanted read,-0.9594
watching found,-0.9594
water best,-0.9594
water least,-0.9594
water sitting,-0.9594
water times,-0.9594
way author,-0.9594
way currently,-0.9594
way explain,-0.9594
way inside,-0.9594
way means,-0.9594
wearing since,-0.9594
website amazon,-0.9594
week something,-0.9594
week still,-0.9594
week update,-0.9594
weekend get,-0.9594
welcome box,-0.9594
well believe,-0.9594
well cast,-0.9594
well disappointed,-0.9594
well held,-0.9594
well looking,-0.9594
well received,-0.9594
went another,-0.9594
went right,-0.9594
whoever makes,-0.9594
wide mouthed,-0.9594
wifi camera,-0.9594
wifi ssid,-0.9594
windows key,-0.9594
wine drink,-0.9594
wine food,-0.9594
wine glass,-0.9594
wipes changing,-0.9594
wireless devices,-0.9594
without adapter,-0.9594
without seeing,-0.9594
wood flooring,-0.9594
work amazon,-0.9594
work covid,-0.9594
work idea,-0.9594
work two,-0.9594
work went,-0.9594
working able,-0.9594
working parents,-0.9594
working years,-0.9594
worse ever,-0.9594
worse new,-0.9594
worth first,-0.9594
would bring,-0.9594
would caused,-0.9594
would climb,-0.9594
would cover,-0.9594
would durable,-0.9594
would google,-0.9594
would kept,-0.9594
would lost,-0.9594
would notice,-0.9594
would purchased,-0.9594
would share,-0.9594
would useful,-0.9594
write bad,-0.9594
written author,-0.9594
wrote back,-0.9594
yeah get,-0.9594
year package,-0.9594
years noticed,-0.9594
yellow light,-0.9594
send back,-0.9215
cannot use,-0.9150
got bad,-0.9150
bought card,-0.9110
email amazon,-0.9037
four hours,-0.9037
makes want,-0.9037
find another,-0.9024
make better,-0.9024
buy gift,-0.8827
keep getting,-0.8827
time still,-0.8827
product description,-0.8817
amazon bought,-0.8808
amazon experience,-0.8808
amazon give,-0.8808
could write,-0.8808
create account,-0.8808
device would,-0.8808
even want,-0.8808
every seconds,-0.8808
filter would,-0.8808
home depot,-0.8808
last couple,-0.8808
managed get,-0.8808
monthly fee,-0.8808
one box,-0.8808
product years,-0.8808
see happened,-0.8808
still available,-0.8808
almost immediately,-0.8652
even close,-0.8636
finish book,-0.8636
like got,-0.8636
return policy,-0.8636
poor quality,-0.8612
made china,-0.8363
product amazon,-0.8363
part story,-0.8358
per month,-0.8358
back get,-0.8352
bought item,-0.8352
card thought,-0.8352
got worse,-0.8352
product made,-0.8352
send replacement,-0.8352
still got,-0.8352
use word,-0.8352
worst part,-0.8352
years would,-0.8352
able purchase,-0.8346
alpha male,-0.8346
amazon choice,-0.8346
amazon gave,-0.8346
amazon look,-0.8346
android tablet,-0.8346
animal lover,-0.8346
another amazon,-0.8346
another hour,-0.8346
anything use,-0.8346
anything want,-0.8346
anywhere near,-0.8346
back end,-0.8346
back starting,-0.8346
batteries would,-0.8346
believe one,-0.8346
better luck,-0.8346
bit late,-0.8346
blink cameras,-0.8346
blog posts,-0.8346
blue one,-0.8346
body never,-0.8346
book far,-0.8346
brand would,-0.8346
break one,-0.8346
brita filters,-0.8346
bubble mailer,-0.8346
buy subscription,-0.8346
buying something,-0.8346
camera mounted,-0.8346
camera would,-0.8346
cards could,-0.8346
care make,-0.8346
cheaper previous,-0.8346
clearly marked,-0.8346
code click,-0.8346
completely changed,-0.8346
cups coffee,-0.8346
customer satisfaction,-0.8346
daughter bought,-0.8346
days even,-0.8346
days first,-0.8346
days went,-0.8346
different size,-0.8346
done anything,-0.8346
done research,-0.8346
dont work,-0.8346
dot actually,-0.8346
ending thought,-0.8346
even added,-0.8346
even kind,-0.8346
even look,-0.8346
even send,-0.8346
ever looked,-0.8346
every character,-0.8346
everyone including,-0.8346
excited finally,-0.8346
far much,-0.8346
filter also,-0.8346
filter one,-0.8346
finally managed,-0.8346
first box,-0.8346
first say,-0.8346
first took,-0.8346
four months,-0.8346
game want,-0.8346
gen dot,-0.8346
get could,-0.8346
get life,-0.8346
get part,-0.8346
get terrible,-0.8346
get would,-0.8346
getting work,-0.8346
good care,-0.8346
good months,-0.8346
got last,-0.8346
great need,-0.8346
ground breaking,-0.8346
hardware software,-0.8346
hate see,-0.8346
help point,-0.8346
immediately noticed,-0.8346
installed new,-0.8346
issues would,-0.8346
keep looking,-0.8346
kitchen aid,-0.8346
learned lesson,-0.8346
leave one,-0.8346
leaves residue,-0.8346
less even,-0.8346
let forget,-0.8346
life like,-0.8346
liked idea,-0.8346
little bow,-0.8346
made aware,-0.8346
made face,-0.8346
make movie,-0.8346
many devices,-0.8346
matter buy,-0.8346
money better,-0.8346
months order,-0.8346
motion zones,-0.8346
movie would,-0.8346
needs work,-0.8346
notice amazon,-0.8346
old bed,-0.8346
one looked,-0.8346
ones box,-0.8346
pain ass,-0.8346
pampers diapers,-0.8346
parents would,-0.8346
pay shipping,-0.8346
people pay,-0.8346
piece equipment,-0.8346
plastic lid,-0.8346
previously purchased,-0.8346
probably never,-0.8346
product feels,-0.8346
product quality,-0.8346
product waste,-0.8346
purchased item,-0.8346
put gift,-0.8346
quality fabric,-0.8346
quality image,-0.8346
read pages,-0.8346
really needs,-0.8346
reason get,-0.8346
received due,-0.8346
received last,-0.8346
recently received,-0.8346
release new,-0.8346
replace one,-0.8346
replaced filter,-0.8346
reviews even,-0.8346
runs android,-0.8346
saying product,-0.8346
second purchase,-0.8346
seemed fine,-0.8346
seriously wrong,-0.8346
set amazon,-0.8346
set expectations,-0.8346
set iphone,-0.8346
set second,-0.8346
shop lot,-0.8346
since getting,-0.8346
since purchase,-0.8346
small small,-0.8346
someone really,-0.8346
sound bar,-0.8346
speed test,-0.8346
spent money,-0.8346
started return,-0.8346
stopped eating,-0.8346
story tell,-0.8346
support product,-0.8346
system ring,-0.8346
take money,-0.8346
thing learned,-0.8346
thing right,-0.8346
thought may,-0.8346
till last,-0.8346
time open,-0.8346
time product,-0.8346
time remember,-0.8346
time try,-0.8346
times month,-0.8346
trying finish,-0.8346
trying use,-0.8346
two cameras,-0.8346
two would,-0.8346
unable get,-0.8346
use day,-0.8346
use way,-0.8346
used time,-0.8346
wanted add,-0.8346
wanted start,-0.8346
warn others,-0.8346
way work,-0.8346
well unfortunately,-0.8346
whole box,-0.8346
wish purchased,-0.8346
without permission,-0.8346
work around,-0.8346
worse time,-0.8346
would given,-0.8346
write honest,-0.8346
year last,-0.8346
year tried,-0.8346
years decided,-0.8346
young girl,-0.8346
ever bought,-0.8148
money buy,-0.8148
use amazon,-0.8080
one hour,-0.8067
cannot get,-0.8054
first pages,-0.8054
look elsewhere,-0.8054
low quality,-0.8054
one click,-0.8054
replacement filters,-0.8054
may get,-0.7955
amazon get,-0.7844
get past,-0.7844
year subscription,-0.7844
add funds,-0.7837
already paid,-0.7837
amazon batteries,-0.7837
amazon needs,-0.7837
amazon since,-0.7837
ants house,-0.7837
back product,-0.7837
bad product,-0.7837
book day,-0.7837
book wait,-0.7837
character would,-0.7837
clear picture,-0.7837
come find,-0.7837
costs much,-0.7837
customer reviews,-0.7837
directly amazon,-0.7837
done next,-0.7837
echo devices,-0.7837
enjoyed beginning,-0.7837
entire box,-0.7837
error code,-0.7837
excited try,-0.7837
four days,-0.7837
free trial,-0.7837
got job,-0.7837
like thought,-0.7837
little use,-0.7837
lot features,-0.7837
mattress topper,-0.7837
maybe try,-0.7837
might try,-0.7837
minutes time,-0.7837
money would,-0.7837
never disappointed,-0.7837
previous generations,-0.7837
rave reviews,-0.7837
resolve issue,-0.7837
rounded corners,-0.7837
say use,-0.7837
series many,-0.7837
something want,-0.7837
thank god,-0.7837
time day,-0.7837
time story,-0.7837
trying set,-0.7837
update finally,-0.7837
use card,-0.7837
user interface,-0.7837
using pampers,-0.7837
want fall,-0.7837
water pitcher,-0.7837
way years,-0.7837
week half,-0.7837
would cost,-0.7837
plastic wrap,-0.7688
let alone,-0.7641
one star,-0.7595
bought gift,-0.7576
went bed,-0.7576
get replacement,-0.7567
amazon really,-0.7558
amazon support,-0.7558
another book,-0.7558
bad guy,-0.7558
blah blah,-0.7558
camera even,-0.7558
duct tape,-0.7558
get product,-0.7558
give gift,-0.7558
great first,-0.7558
half amount,-0.7558
hoping get,-0.7558
know even,-0.7558
last hours,-0.7558
less month,-0.7558
less time,-0.7558
like made,-0.7558
see first,-0.7558
turn back,-0.7558
updated review,-0.7558
used amazon,-0.7558
waste time,-0.7555
never buy,-0.7511
cannot find,-0.7382
could believe,-0.7382
download would,-0.7382
home screen,-0.7382
phone calls,-0.7382
reviews thought,-0.7382
romance novel,-0.7382
